label_raw,text,label_ocean,key,pA,pB,pC,pD,pE,chosen_trait
Trust,Are nice to store clerks,A,1,0.21215832,0.31860358,0.27246094,0.12866217,0.0637207,an introversive
Imagination,Are not interested in abstract ideas,O,-1,0.007259369,0.020050049,0.053649902,0.1652832,0.7524415,an introversive
Self-efficacy,Are often down in the dumps,C,1,0.0011777878,0.0019426346,0.0041122437,0.03086853,0.95996124,an introversive
Neuroticism,Are often in a bad mood,N,1,0.00048089027,0.0007991791,0.0019779205,0.017623901,0.9775394,an introversive
Self-efficacy,Become overwhelmed by events,C,1,0.0044441223,0.008308411,0.012664795,0.1776123,0.79589856,an introversive
Morality,Believe that the end justifies the means,A,-1,0.002298355,0.0029964447,0.012817383,0.096191406,0.8842775,an introversive
Self-efficacy,Can manage many things at the same time,C,-1,0.0009851456,0.0016117096,0.00466156,0.19519049,0.79638684,an introversive
Self-efficacy,Can tackle anything,C,-1,0.0014772415,0.0046920776,0.010414124,0.16809082,0.81445324,an introversive
Trust,Can't be bothered with other's needs,A,-1,0.0022563934,0.005329132,0.012199402,0.18786627,0.79101574,an introversive
Morality,Care about justice,A,1,0.15612799,0.27832037,0.33593756,0.12951666,0.09472662,an introversive
Trust,Disregard the opinions of others,A,-1,0.0009784698,0.0020542145,0.0073432922,0.09826666,0.88964874,an introversive
Morality,Do the opposite of what is asked,A,-1,0.011367798,0.012489319,0.018173218,0.09375006,0.8618167,an introversive
Friendliness,Enjoy bringing people together,E,1,0.000364542,0.00029063225,0.0009021759,0.09643555,0.9008791,an introversive
Imagination,Experience your emotions intensely,O,1,0.004032135,0.012229919,0.027557373,0.26562506,0.68896496,an introversive
Trust,Feel little concern for others,A,-1,0.0010986328,0.0026359558,0.0050811768,0.07946777,0.9096682,an introversive
Self-efficacy,Feel that you are unable to deal with things,C,1,0.0030593872,0.0066833496,0.013710022,0.11303717,0.86181664,an introversive
Imagination,Get lost in your dreams,O,1,0.04397583,0.11584473,0.12719727,0.23034674,0.48022473,an introversive
Imagination,Get so involved with things that you forget the time,O,1,0.007129669,0.009902954,0.023010254,0.19580084,0.7622072,an introversive
Friendliness,Have difficulty expressing your feelings,E,-1,0.109558165,0.15942383,0.061462402,0.30737323,0.35913098,an introversive
Trust,Like to be of service to others,A,1,0.0016870499,0.0033817291,0.01612854,0.18762213,0.7895509,an introversive
Morality,Listen to your conscience,A,1,0.4257815,0.34204108,0.0892334,0.09350592,0.04559326,an introversive
Morality,Misuse power,A,-1,0.0010557175,0.001159668,0.0027179718,0.014808655,0.9750993,an introversive
Self-efficacy,Need reassurance,C,1,0.013664246,0.020843506,0.035461426,0.23852545,0.6899415,an introversive
Achievement-striving,Never give up,C,1,0.004360199,0.013221741,0.038269043,0.18542486,0.75634784,an introversive
Trust,Obstruct others' plans,A,-1,0.001534462,0.0025100708,0.0046157837,0.06677246,0.92187536,an introversive
Trust,Pretend to be concerned for others,A,-1,0.0016460419,0.0025501251,0.005657196,0.10845947,0.879883,an introversive
Self-efficacy,Readily overcome setbacks,C,-1,0.0010490417,0.0016384125,0.0037498474,0.1953125,0.7968751,an introversive
Morality,Return extra change when a cashier makes a mistake,A,1,0.0625,0.1430664,0.2631836,0.19567877,0.3327638,an introversive
Morality,Stand behind your actions,A,1,0.22607434,0.22607428,0.16540527,0.17614752,0.20263678,an introversive
Achievement-striving,Take control of things,C,1,0.00045895576,0.0007929802,0.0021209717,0.11230469,0.88330096,an introversive
Morality,Try to fool others,A,-1,0.0008196831,0.001077652,0.0019359589,0.021148682,0.9721686,an introversive
Achievement-striving,Try to lead others,C,1,0.0006365776,0.000688076,0.0016126633,0.14746094,0.84863293,an introversive
Trust,Try to maintain a pleasant atmosphere,A,1,0.0082473755,0.03314209,0.09295654,0.34545904,0.51855475,an introversive
Achievement-striving,Try to outdo others,C,1,0.0005903244,0.00059986115,0.001461029,0.046539307,0.94970727,an introversive
Achievement-striving,Try to surpass others' accomplishments,C,1,0.0008201599,0.00121212,0.0035362244,0.05706787,0.9355472,an introversive
Achievement-striving,Want to be in charge,C,1,0.00039935112,0.000500679,0.0018901825,0.076660156,0.9194337,an introversive
Achievement-striving,Want to be the very best,C,1,0.0010595322,0.0025806427,0.0066947937,0.038513184,0.94775414,an introversive
Modesty/Humility,Are humble about the good things that have happened to me,A,1,0.41552752,0.26416022,0.11010742,0.13281256,0.074523926,an introversive
Modesty/Humility,Are proud that you are an ordinary person,A,1,0.0056610107,0.005748749,0.013580322,0.10681152,0.8666994,an introversive
Modesty/Humility,Believe that others are drawn to you because you are humble,A,1,0.015792847,0.026046753,0.06970215,0.27563477,0.6113282,an introversive
Modesty/Humility,Don't act is if you are a special person,A,1,0.01449585,0.019500732,0.03878784,0.19396979,0.7319337,an introversive
Modesty/Humility,Don't brag about your accomplishments,A,1,0.23852551,0.19775397,0.14697266,0.21044934,0.20397961,an introversive
Modesty/Humility,Don't call attention to yourself,A,1,0.48584008,0.2189942,0.051208496,0.18737805,0.05368042,an introversive
Modesty/Humility,Feel that too much modesty gets a person in trouble,A,0,0.017425537,0.03012085,0.037475586,0.2995606,0.6142579,an introversive
Modesty/Humility,Like to stand out in a crowd,A,-1,0.00023460388,0.00016891956,0.00042819977,0.027542114,0.97070336,an introversive
Modesty/Humility,Like to talk about yourself,A,-1,0.0005207062,0.00034165382,0.0008587837,0.070373535,0.92724633,an introversive
Modesty/Humility,Would never be described as arrogant,A,1,0.16918951,0.083740234,0.07507324,0.2313233,0.43896496,an introversive
Gregariousness,Act wild and crazy,E,1,0.0025691986,0.005027771,0.010810852,0.09338379,0.88623065,an open
Anxiety,Are afraid that you will do the wrong thing,N,1,0.0025081635,0.0045433044,0.0087509155,0.13061523,0.85205096,an open
Emotionality,Are annoyed by others' mistakes,O,1,0.00073719025,0.0016098022,0.0054893494,0.038085938,0.95214874,an open
Anxiety,Are easily hurt,N,1,0.0024204254,0.005718231,0.010032654,0.09082031,0.8891604,an open
Emotionality,Are easily put out,O,1,0.001253128,0.0023593903,0.00365448,0.03930664,0.95214874,an open
Orderliness,Are exacting in your work,C,1,0.00093364716,0.0016260147,0.0031337738,0.0680542,0.92480487,an open
Assertiveness,Are not afraid of providing criticism,E,1,0.020767212,0.023910522,0.03878784,0.2778321,0.6362306,an open
Orderliness,Are not bothered by disorder,C,-1,0.015792847,0.019348145,0.027282715,0.37084967,0.56542975,an open
Orderliness,Are not bothered by messy people,C,-1,0.012664795,0.012084961,0.02154541,0.22802734,0.72460943,an open
Emotionality,Are not easily annoyed,O,-1,0.0107803345,0.009216309,0.0154418945,0.24157721,0.7211915,an open
Anxiety,Are not easily bothered by things,N,-1,0.014213562,0.010238647,0.020370483,0.29931647,0.6538087,an open
Emotionality,Are quick to judge others,O,1,0.00042414665,0.0004479885,0.0009784698,0.011642456,0.984864,an open
Friendliness,Are quiet around strangers,E,-1,0.0024681091,0.0026283264,0.0035362244,0.03982544,0.95019555,an open
Gregariousness,Are the last to laugh at a joke,E,-1,0.00573349,0.006702423,0.010215759,0.056121826,0.919922,an open
Gregariousness,Are the life of the party,E,1,0.00043344498,0.0011692047,0.0036582947,0.04058838,0.9526369,an open
Gregariousness,Areuse your friends,E,1,0.029693604,0.09436035,0.17907715,0.17358404,0.51806664,an open
Dutifulness,Believe in one true religion,C,1,0.00079488754,0.0012025833,0.0049057007,0.042388916,0.94970727,an open
Dutifulness,Believe laws should be strictly enforced,C,1,0.0004734993,0.00036287308,0.0014925003,0.033966064,0.9624026,an open
Dutifulness,Break rules,C,-1,0.26367205,0.2895509,0.057037354,0.3281253,0.057037413,an open
Assertiveness,Can take strong measures,E,1,0.036102295,0.10772705,0.080078125,0.29760754,0.47534192,an open
Emotionality,Can't stand being contradicted,O,1,0.00121212,0.0027751923,0.006866455,0.059326172,0.9277346,an open
Intellect,Consider yourself an average person,O,-1,0.0008072853,0.0007944107,0.0014390945,0.023956299,0.97216827,an open
Orderliness,Continue until everything is perfect,C,1,0.0026607513,0.007007599,0.007698059,0.10461426,0.87597674,an open
Intellect,Counter others' arguments,O,1,0.004886627,0.01247406,0.017593384,0.201294,0.759766,an open
Gregariousness,Dislike loud music,E,-1,0.0018882751,0.0030651093,0.006286621,0.023361206,0.96289086,an open
Imagination,Do things by the book,O,-1,0.00031614304,0.00021386147,0.00041532516,0.010627747,0.98730516,an open
Imagination,Do things that others find strange,O,1,0.38037133,0.3151856,0.0692749,0.18249524,0.04989624,an open
Imagination,Do unexpected things,O,1,0.5400396,0.29370123,0.032958984,0.108032286,0.021957397,an open
Anxiety,Don't let others discourage me,N,-1,0.14050299,0.20129395,0.12213135,0.32666028,0.20446783,an open
Gregariousness,Don't like crowded events,E,-1,0.01524353,0.028930664,0.051574707,0.15637207,0.74609387,an open
Friendliness,Don't mind being the center of attention,E,1,0.0023860931,0.0036964417,0.009292603,0.1204834,0.8627931,an open
Anxiety,Don't worry about things that have already happened,N,-1,0.011039734,0.016311646,0.031433105,0.1282959,0.8110353,an open
Gregariousness,Enjoy being part of a loud crowd,E,1,0.0005054474,0.0007019043,0.0017232895,0.04586792,0.9501955,an open
Imagination,Enjoy wild flights of fantasy,O,1,0.7993169,0.15258789,0.009307861,0.031982422,0.0049057007,an open
Friendliness,Feel comfortable around people,E,1,0.009429932,0.016036987,0.023330688,0.2670899,0.68164074,an open
Anxiety,Feel crushed by setbacks,N,1,0.0029621124,0.00598526,0.0068855286,0.066345215,0.9160158,an open
Anxiety,"Feel guilty when you say ""no.""",N,1,0.0048942566,0.009887695,0.017364502,0.1430664,0.8232423,an open
Anxiety,Feel threatened easily,N,1,0.0010223389,0.001698494,0.003074646,0.026565552,0.96630883,an open
Friendliness,Find it difficult to approach others,E,-1,0.003686905,0.0064697266,0.00856781,0.062347412,0.916016,an open
Emotionality,Get angry easily,O,1,0.0007452965,0.0019950867,0.00422287,0.035369873,0.95556676,an open
Orderliness,Get chores done right away,C,1,0.001414299,0.0022239685,0.004425049,0.06500244,0.92578137,an open
Intellect,Get confused easily,O,-1,0.0013408661,0.0029754639,0.0058250427,0.037994385,0.9492192,an open
Emotionality,Get irritated easily,O,1,0.00080251694,0.001909256,0.004169464,0.031799316,0.9589848,an open
Emotionality,Have a good word for everyone,O,-1,0.009208679,0.015426636,0.026657104,0.14184576,0.8037112,an open
Intellect,Have a poor vocabulary,O,-1,0.0011949539,0.0015468597,0.001739502,0.011795044,0.9819343,an open
Friendliness,Have little to say,E,-1,0.0011882782,0.000869751,0.0010404587,0.011459351,0.98388714,an open
Gregariousness,Joke around a lot,E,1,0.001367569,0.0031547546,0.008850098,0.053344727,0.9311526,an open
Emotionality,Judge people by their appearance,O,1,0.00039458275,0.00041675568,0.000854969,0.0064697266,0.99072313,an open
Friendliness,Keep in the background,E,-1,0.0013093948,0.0011558533,0.001461029,0.023208618,0.9716799,an open
Dutifulness,Know how to get around the rules,C,-1,0.06878662,0.09851074,0.06665039,0.4082033,0.35473645,an open
Intellect,Know that you are not a special person,O,-1,0.011169434,0.015266418,0.028961182,0.09649658,0.84667987,an open
Intellect,Know the answers to many questions,O,1,0.0039978027,0.009010315,0.023376465,0.08416748,0.87695336,an open
Intellect,Learn quickly,O,1,0.17858893,0.46337903,0.14575195,0.14575201,0.062683105,an open
Orderliness,Leave a mess in your room,C,-1,0.0038166046,0.005821228,0.0069122314,0.06161505,0.9194341,an open
Orderliness,Leave your belongings around,C,-1,0.010314941,0.019577026,0.023986816,0.22058111,0.72314465,an open
Assertiveness,Let yourself be pushed around,E,-1,0.002981186,0.0020809174,0.00198555,0.054534912,0.937012,an open
Assertiveness,Let others make the decisions,E,-1,0.0012626648,0.0007839203,0.0011491776,0.0211792,0.9741216,an open
Orderliness,Like order,C,1,0.0005135536,0.0004711151,0.0011482239,0.04660034,0.9506838,an open
Imagination,Like to get lost in thought,O,1,0.48559666,0.4931646,0.0037078857,0.013771057,0.0010700226,an open
Dutifulness,Like to stand during the national anthem,C,1,0.0022850037,0.00447464,0.009178162,0.045196533,0.93652374,an open
Gregariousness,Love large parties,E,1,0.00043797493,0.00089883804,0.0033130646,0.031433105,0.96289086,an open
Imagination,Love to daydream,O,1,0.5820318,0.36425793,0.013061523,0.032318115,0.0061683655,an open
Friendliness,Make friends easily,E,1,0.011795044,0.033081055,0.057159424,0.19958502,0.69628924,an open
Intellect,Make insightful remarks,O,1,0.23974621,0.37719733,0.1673584,0.12243658,0.08959961,an open
Assertiveness,Never challenge things,E,-1,0.004032135,0.0024852753,0.0020771027,0.2783205,0.71093786,an open
Friendliness,Often feel uncomfortable around others,E,-1,0.001947403,0.0033130646,0.0041885376,0.026062012,0.96289104,an open
Dutifulness,Oppose authority,C,-1,0.007827759,0.021942139,0.041656494,0.2846681,0.6411135,an open
Orderliness,Put off unpleasant tasks,C,-1,0.0046043396,0.009742737,0.014625549,0.11871338,0.85009784,an open
Intellect,Reflect on things before acting,O,1,0.13256842,0.3547364,0.1550293,0.25146502,0.103271544,an open
Dutifulness,Resist authority,C,-1,0.0065612793,0.016235352,0.028503418,0.26635748,0.68017596,an open
Dutifulness,Respect authority,C,1,0.00046610832,0.00042772293,0.0012865067,0.0713501,0.9257814,an open
Assertiveness,Say what you think,E,1,0.23437512,0.24560553,0.08892822,0.26977557,0.15612799,an open
Imagination,Seldom daydream,O,-1,0.0040779114,0.0038909912,0.0035991669,0.049682617,0.9370119,an open
Imagination,Seldom get lost in thought,O,-1,0.019882202,0.044830322,0.013252258,0.4670412,0.45263684,an open
Gregariousness,Seldom joke around,E,-1,0.0041618347,0.004863739,0.006752014,0.055664062,0.926758,an open
Intellect,Skip difficult words while reading,O,-1,0.0017337799,0.0036125183,0.005771637,0.031204224,0.95605505,an open
Anxiety,Spend time thinking about past mistakes,N,1,0.013122559,0.04168701,0.084228516,0.23620611,0.6225588,an open
Friendliness,Start conversations,E,1,0.06616211,0.24206543,0.15625,0.20068365,0.33081067,an open
Imagination,Swim against the current,O,1,0.23181158,0.22827154,0.07409668,0.32177746,0.14062506,an open
Assertiveness,Take charge,E,1,0.008476257,0.048034668,0.0869751,0.24023443,0.6132814,an open
Assertiveness,Take control of things,E,1,0.0050315857,0.019897461,0.036590576,0.2009278,0.73486346,an open
Imagination,Take deviant positions,O,1,0.17016608,0.21166998,0.06555176,0.44116235,0.10815436,an open
Friendliness,Talk to a lot of different people at parties,E,1,0.009231567,0.02017212,0.04269409,0.17968756,0.7451174,an open
Intellect,Tend to analyze things,O,1,0.04034424,0.1986084,0.18945312,0.27563483,0.2934571,an open
Dutifulness,Try to follow the rules,C,1,0.00079393387,0.00072288513,0.0012893677,0.0692749,0.92675805,an open
Emotionality,Try to forgive and forget,O,-1,0.0042304993,0.009239197,0.019256592,0.17175293,0.79394543,an open
Intellect,Use your brain,O,1,0.0972901,0.30444342,0.18457031,0.22265637,0.18750006,an open
Dutifulness,Use swear words,C,-1,0.00088977814,0.0026359558,0.0105896,0.029708862,0.9536141,an open
Assertiveness,Wait for others to lead the way,E,-1,0.0010890961,0.0007724762,0.0010643005,0.020553589,0.975098,an open
Assertiveness,Want to be in charge,E,1,0.0007009506,0.0015192032,0.0044670105,0.057006836,0.93457055,an open
